,mobile_names,asin,body,star
1516,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, using weeki came back samsung using redmi note feels much betterthe touch feel iss awesome fast smooth operations anroid 10 lots intelligent features price like limiting screen time app winddown function night etc camera decent normal photo sound speakers good clear conversationsthe thing might downside peoplecould compact size screen especially youre used big screens might take time get accustomed frequent movie watcheroverall much better called value money brands like redmi oppo vivo realme etc primarily winning customers offering storage battery big screen lack performancea good buy phone 9000,4
1517,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, smartphone handy responsive cameras good smartphones price gets job done want hand easy use smartphone quality best segmentpros1 small handy light weight2 display good3 battery capacity good4 fast responsive normal tasks5 durability plastic body looks premium extremely light durablecons1 gaming2 charging takes 3 hours 30 minutes3 cameras good compared smartphones,5
1518,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, watching much negative reviews paid youtubers phone dare buy one guts feeling im happy phone dont get trapped numerous fragile features cheap price companies want durability,5
1519,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, description said fingerprint recognition facility didnt faciity one main reasons deciding buy,1
1520,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, using product last 4 days 4 day use following observations1 mobile handy2 good display hanging issues3 heating problems mobile cool even usage continuously 1 hour talking4 average camera expected performance price range5 good gui inbuilt office tools excellent6 good build quality feel premium phone build quality7 overall value money good performance ,5
1521,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, bought 8990 reduced 8399 product worth price buying make purpose usage budget phone gaming dad needed phone decent battery life whatsapp official usage doesnt use anything else wanted buy samsung phone finally concluded buy thispros1 good battery life2 size big hence easy carry might con few3 doesnt heat charging normal usage though complained heating however didnt experience heating issue4 low sar 061 wkg head particularly check sar value buying5 doesnt heat normal usage depends u define normal apps dad use banking apps whatsapp youtube office use6 smooth ui7 android 10 latest security update8 good call quality even hours calling didnt heat upconscant complain coz get u pay lack fingerprint scanner slow charging name samsung include screen guard however getting samsung phone price really worth samsung quality reliabilitysamsung innovative brand spend lots money rd bring new feature pay samsung iam paying innovation buying m31 next sale samsung 4ever ,5
1522,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, mobile software problem seems within 10 days usage hangs lot also mic problem attend call caller end wont able hear need restart mobile couple time works cant use like longer run please help return product handover mobile factory reset please review help soon possible,1
1523,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, thought received second hand mobile second day screen flickered sixth day screen black mobile opening switching tried everything mobile trash never recommend want waste money buy earphones came mobile even mobile looked old hated never buy,1
1524,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, everything looks good fingerprint available,5
1525,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP," browser support html5 video


 headphone avilable phone",3
1526,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, dont buy mobile amazon fully aware abaout product buying entertain returningreplacement pathetic customer support customer care servicevery upset amazon making money india cheap policiesthey asking download waste app phone 18 rating play store asking permission personal informationand yes mobile cheap quality sold due less option indian market samsung mobile left market dont want buy chinese mobile single indian mobile available indian marketsamsung making good money cheap quality mobile phones,1
1527,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, like phone much buy phone mummy happy get smart phone beautiful colour red perfect size easily carry price phone quality performance good samsung m01 thank amozon one line truly good amozon hai apki apni dukan ,5
1528,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, worth price writing review using 17 dayspros1 handy piece tho bit heavy good operate2 front camera cool3 good face lock aicons1 worst camera ui dont think time samsung quality camera back camera worst2 worthy battery life3 highly pricedtotally im satisfiedits better buy model new realme model price almost super good features choose model samsung dont choose model coz lot flaws worth pricehope review helped,2
1529,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, superb device priceif budget nearly 9000 perfect gadgetu buy without looking reviews,5
1530,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, get job done dont expect much pros display good complains sound okay uninstall bloatware except samsung specific ones handy form factor nice battery easily lasts 2 days normal samsung one ui goodcons 1 camera big disappointment expect good pics outdoors good lighting conditions2 charges slow3 tough time finding good covernote tempered glass headphone provided box,5
1531,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, bought one 25th august reviewing 22nd septemberbattery life pocket friendly size good thing phone headphone jack behaving erraticallyit automatically reduces increase volume audiovideo played despite pressing hard keys trying different earphones problem persistseven factory resetalso charging socket stopped working properly place phone specific angle keep holding hands position charging phonescrew amazon7 days replacement policy good enough,1
1532,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, product good worth money given got 6950 exchanging old samsungbattery life good even continuous use display camera good lagging middle income group good asset fingerprint reader,5
1533,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, says camera 13mp click photo seem like 2 4 mpvery poor camera quality,2
1534,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, poor audio quality ordered parents microphone speaker volume poor designinstead speakers charging jeck thay vack side call comes one able hear phone keot backdespite buying via prime fulfilled amazon refused return item,1
1535,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, purchased mother learning operating android phone 1st time item handy screen size smaller 6 phones performance side set quite fast battery getting heated continuous use week passed sonce phone use details may provided later,4
1536,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, pros1 look feel2 buttery smooth display3 build quality4 rear camera quality5 good performance minimal app usage6 value money7 samsung cons1 fingerprint scanner available2 internal storage could bit more3 front camera,5
1537,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, mobile delivered 23jul2020 9 days use volume key power key working worst product services samsung amazon option replacement distributing defective products please refrain buying mobile,1
1538,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, phone would awesome price 6000 0r 7000 price 90009000 rs still type c charger9000 rs still fast charging9000 still fingerprint sensor9000 rs still pathetic speakersound low clarity pateticthat back phone nowadays speaker back9000 rs phone looks cheapbad plastic material usedin 9000 rs u would get far better mobile mobileif price would 6 k 7k would say phone goodbut 9000 r getting undervaluer mobile fingerprint sensorpathetic speaker type c chargercheap looksamsung fooled customers,1
1539,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, samsung series great phone range value money lets see samsung m01 phone red colour thin design make gives beautiful phone look optimised performance low power consumption thats gives longer battery life time finger tip sensor bought grand parent actually need time emergency dont wish security features budget exchange offer got great deal brand new phone loaded feature 6500 isnt good front camera average clarity good however back dual camera good inbuilt animated shot give different experience phone good voice sound quality inbuilt expendable memories improved older phones gives freedom entertain love display quality samsung unmatched feature phone size small compact easily carry pockets keep phone keep two phoneif want phone low budget secondary phone back reliable brand good choicever great quality branded value money phone,5
